#FamilyID	7539_0<0>	50390_0<1>	77166_0<2>	7048_0<3>	217634_0<4>	<5>	<6>	<7>	41139_0<8>	115357_0<9>	116153_0<10>	<11>	166361_0<12>	1629725_0<13>	7070_0<14>	41895_0<15>	<16>	<17>	<18>	110193_0<19>	<20>	<21>	7054_0<22>	224129_0<23>	<24>	<25>	<26>	<27>	<28>	
12889at7041	0.68613	0.000921365	0.645304	0.00704348	0.055954	0.578707	0.24645	0.575935	0.618084	0.0702575	0.0890375	0.542096	0.144799	0.0188161	0.0243815	0.0689978	0.73887	0.55396	0.593556	0.387258	0.229896	0.535357	0.211649	0.420086	0.127023	0.0709417	0.620024	0.507962	N/A
12895at7041	0.541838	0.000912182	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.000278842	0.00281958	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
12903at7041	0.5785	0.117826	0.101823	1.32822e-18	0.600539	0.528587	0.564945	0.52749	0.523343	0.523343	0.572473	0.00372063	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
12954at7041	0.00690559	1.16886e-11	0.124303	0.000928683	0.000671681	0.639353	0.678741	1.24572e-07	0.523343	0.523343	0.418626	0.0223041	0.177683	0.0028073	0.0174273	0.533338	0.00010829	0.0242492	0.612636	0.047738	0.7544	0.529734	0.766082	0.0900667	0.583853	0.619436	0.620024	0.507962	N/A
12960at7041	0.541838	0.541838	0.535827	0.0182221	0.0280356	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.571531	0.571531	0.52042	0.0104605	0.560865	0.509662	0.526299	0.592455	0.00341651	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
1296at7041	0.5785	0.117826	0.56785	0.0364494	0.600539	0.528587	0.564945	0.52749	0.523343	0.523343	0.629591	0.514663	1.58216e-08	0.0104324	0.513756	0.513756	0.166515	0.519045	0.572907	0.322652	0.640586	0.512226	0.0900667	0.766082	0.55314	0.117192	0.00466387	0.5048	N/A
12975at7041	0.5785	0.0426833	0.101823	0.0364494	0.150979	0.528587	0.564945	0.52749	0.523343	0.523343	0.0749728	0.514663	0.571531	0.105916	0.50695	0.50695	0.560865	0.0048542	0.526299	0.592455	0.579508	0.50617	0.585953	0.00401752	0.518738	0.528193	0.528359	0.501608	N/A
12992at7041	0.541838	0.000912182	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.03694	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13000at7041	0.0213368	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.545064	0.00136835	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.0312954	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
13034at7041	0.167439	2.17738e-05	0.596518	0.00231517	0.211191	0.541956	0.592603	0.540379	0.545064	0.545064	0.0287887	0.521753	0.571531	0.571531	0.52042	0.52042	0.231187	0.528158	0.526299	0.592455	0.687947	0.518171	9.35732e-13	0.0156386	0.000585617	0.577713	0.578131	0.5048	N/A
13135at7041	0.0426833	0.5785	0.101823	9.1823e-05	0.600539	0.528587	0.564945	0.52749	0.545064	0.00136835	0.629591	0.514663	0.628098	0.0040908	0.513756	0.0206341	0.610852	0.519045	0.550542	0.241027	0.640586	0.512226	0.650423	0.0894597	0.53643	0.554024	0.554328	0.503208	N/A
13184at7041	0.117826	0.0426833	0.535827	0.535827	0.000325499	0.528587	0.0974579	0.52749	0.0676092	0.545064	0.629591	0.514663	0.000727178	0.192535	0.0104605	0.52042	0.610852	0.519045	0.550542	0.660117	0.0825114	0.512226	0.585953	0.585953	0.53643	0.554024	0.081515	0.503208	N/A
13189at7041	0.541838	0.000912182	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.00274428	0.105916	0.00348709	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
1318at7041	0.541838	0.541838	0.101823	0.56785	0.554667	0.514612	0.564945	0.0412371	0.545064	0.0236097	0.0749728	0.514663	0.571531	0.105916	0.0206341	0.0069742	0.610852	0.519045	0.526299	0.592455	0.640586	0.512226	0.0187502	0.650423	0.054652	0.554024	0.554328	0.503208	N/A
13194at7041	0.5785	0.0044102	0.535827	0.535827	0.600539	0.528587	0.0974579	0.52749	0.545064	0.0236097	0.000756152	0.514663	0.628098	0.192535	0.52042	0.52042	0.610852	0.519045	0.550542	0.00156312	0.0825114	0.512226	0.226314	0.650423	0.53643	0.554024	0.554328	0.503208	N/A
13229at7041	0.0044102	0.5785	0.0364494	0.101823	0.0561001	0.528587	0.564945	0.52749	0.565289	0.565289	0.629591	0.514663	0.628098	0.628098	0.50695	0.50695	0.0626357	0.519045	0.550542	0.241027	0.211415	0.512226	0.00631308	0.0187502	0.53643	0.554024	0.554328	0.503208	N/A
1323at7041	0.610695	2.17738e-05	0.56785	0.00323059	0.600539	0.0147177	0.564945	0.52749	0.545064	0.0676092	0.19479	0.514663	0.571531	0.571531	0.50695	0.50695	0.610852	0.519045	0.526299	0.136322	0.211415	0.512226	0.000169387	0.736875	0.054652	0.554024	0.00202139	0.503208	N/A
1324at7041	0.541838	3.04715e-09	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.0118044	0.523343	0.572473	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13268at7041	0.0426833	0.5785	0.535827	0.535827	0.600539	0.528587	0.534207	0.00706807	0.523343	0.523343	0.572473	0.507414	0.0739669	0.628098	0.50695	0.50695	0.560865	0.509662	0.550542	0.241027	0.579508	0.50617	0.00125793	0.226314	0.53643	0.0810593	0.554328	0.503208	N/A
13307at7041	0.610695	0.00323437	0.535827	0.535827	0.0167661	0.541956	0.00209625	0.540379	0.0676092	0.545064	0.111593	0.521753	0.0104324	0.673158	0.52042	0.52042	0.231187	0.528158	0.572907	0.710308	0.687947	0.518171	0.00347588	0.305168	0.55314	0.577713	0.578131	0.5048	N/A
13311at7041	0.0213368	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.545064	0.0236097	0.0374406	0.507414	0.03694	0.571531	0.50695	0.50695	0.0312954	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13344at7041	0.541838	0.541838	0.535827	0.0182221	0.0280356	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.00274428	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.000361592	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13450at7041	0.0213368	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	1.72998e-11	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13499at7041	0.541838	0.541838	0.000664975	0.535827	0.0280356	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.00401752	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13641at7041	0.541838	0.541838	0.56785	0.56785	0.00157698	0.514612	0.0173853	0.514039	0.0118044	0.523343	0.572473	0.507414	0.571531	0.105916	0.00348709	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13676at7041	0.541838	0.0213368	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.00281958	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
13768at7041	0.541838	7.12755e-08	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.0118044	0.0374406	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13801at7041	0.000152188	4.10392e-07	0.716947	3.19307e-05	0.208761	0.600674	0.134698	0.597278	0.661026	0.104048	0.0530151	0.0260103	0.571531	0.571531	0.545729	0.545729	0.0843648	0.562076	0.0011965	0.710308	0.79693	0.540877	0.789109	0.789109	7.55612e-05	0.0847565	0.638459	0.509531	N/A
13825at7041	0.5785	0.5785	0.535827	0.535827	0.554667	0.00735879	0.534207	0.514039	0.523343	0.0118044	1.59908e-05	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.0481296	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13883at7041	0.167439	0.00998203	0.596518	0.0545648	0.211191	0.541956	0.592603	0.540379	0.565289	0.0353838	0.674946	0.521753	0.105916	0.571531	0.52042	0.000287475	0.65211	0.528158	0.0758323	0.660117	0.687947	0.518171	0.000363512	0.699326	0.0799813	0.577713	0.578131	0.5048	N/A
13936at7041	0.0622998	0.000912182	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.545064	0.545064	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.0312954	0.509662	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13962at7041	0.117826	0.5785	0.00323059	0.56785	0.600539	0.528587	0.564945	0.52749	0.523343	0.523343	0.572473	0.00372063	0.03694	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
13975at7041	0.541838	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.00281958	0.507414	0.571531	0.105916	0.50695	0.00348709	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14006at7041	0.541838	0.541838	0.0182221	0.535827	0.0280356	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.571531	0.571531	0.00348709	0.50695	0.560865	0.509662	0.526299	0.0481296	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
1402at7041	0.541838	0.0213368	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.00281958	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
14064at7041	0.5785	0.5785	0.56785	0.101823	0.600539	0.528587	0.564945	0.52749	0.545064	0.545064	0.629591	0.514663	0.0129557	0.192535	0.50695	0.50695	0.610852	0.519045	0.550542	0.660117	0.211415	0.512226	0.00125793	0.226314	0.53643	0.554024	0.554328	0.503208	N/A
14087at7041	0.0426833	0.117826	0.0364494	0.101823	0.600539	0.528587	0.564945	0.52749	0.565289	0.0353838	0.629591	0.514663	0.110116	0.263958	0.52042	0.52042	0.65211	0.0423081	0.572907	0.710308	0.687947	0.518171	0.699326	0.699326	0.55314	0.577713	0.578131	0.5048	N/A
14106at7041	0.541838	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	3.67541e-09	0.523343	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14137at7041	0.541838	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	8.68203e-11	0.523343	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.000454504	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14140at7041	0.5785	0.5785	0.0534075	0.535827	0.150979	0.528587	0.0974579	0.52749	0.523343	0.523343	0.629591	0.514663	0.571531	0.571531	0.000120929	0.0206341	0.166515	0.519045	0.0758323	0.0965094	0.640586	0.512226	0.00125793	0.650423	0.53643	0.554024	0.554328	0.503208	N/A
14212at7041	0.541838	0.541838	0.0364494	0.56785	0.0561001	0.0428843	0.564945	0.52749	0.523343	0.523343	0.0749728	0.514663	0.571531	0.571531	0.50695	0.50695	0.560865	0.0048542	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
1426at7041	0.117826	0.0426833	0.00323059	0.56785	0.150979	0.528587	0.564945	0.52749	0.0236097	0.0676092	0.19479	0.514663	0.571531	0.571531	0.52042	0.52042	0.610852	0.519045	0.526299	0.592455	0.0825114	0.512226	0.0894597	0.226314	0.054652	0.554024	0.554328	0.503208	N/A
14274at7041	0.541838	0.541838	0.535827	4.30369e-11	0.554667	0.514612	0.534207	0.514039	0.523343	0.0118044	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14288at7041	0.5785	0.00014614	0.535827	0.535827	0.554667	0.00735879	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.03694	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14295at7041	0.541838	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	1.59908e-05	0.507414	0.571531	0.571531	0.00348709	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14306at7041	0.541838	0.541838	0.0182221	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.571531	0.00274428	0.00348709	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14332at7041	0.541838	0.541838	0.535827	0.0182221	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	1.20424e-06	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
14353at7041	0.167439	0.610695	0.145792	0.596518	2.6148e-08	0.541956	0.592603	0.540379	0.545064	0.545064	0.266756	0.521753	0.673158	0.0104324	0.513756	0.0206341	0.231187	0.528158	0.572907	0.322652	0.287175	0.518171	7.07803e-08	0.766082	0.55314	0.577713	0.00466387	0.5048	N/A
14437at7041	0.5785	0.0426833	0.0364494	0.56785	0.0561001	0.528587	0.564945	0.52749	0.523343	0.523343	0.629591	0.514663	0.628098	0.192535	0.50695	0.50695	0.166515	0.519045	0.550542	0.660117	0.211415	0.512226	0.0187502	0.226314	0.53643	0.554024	0.554328	0.503208	N/A
14438at7041	0.5785	0.117826	0.535827	0.535827	0.600539	0.528587	0.0974579	0.52749	0.0236097	0.0676092	0.19479	0.514663	0.0739669	0.628098	0.50695	0.50695	0.610852	0.519045	0.550542	0.241027	0.211415	0.512226	0.0187502	0.226314	0.53643	0.554024	0.554328	0.503208	N/A
14443at7041	0.541838	0.541838	0.0182221	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.0374406	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	3.25446e-05	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14494at7041	0.0257134	0.00968062	0.185797	0.622221	0.003679	0.566989	0.617525	0.0282457	0.0470987	0.127259	0.711248	0.528685	0.709329	0.0013948	0.52042	0.030667	0.686343	0.537009	0.593556	0.748088	0.348977	0.524006	0.00101082	0.699326	0.568929	0.599458	0.151512	0.506385	N/A
14507at7041	0.117826	0.5785	0.56785	0.101823	0.000325499	0.528587	0.564945	0.52749	0.523343	0.523343	0.629591	0.514663	0.0129557	0.192535	0.52042	0.52042	0.166515	0.519045	0.550542	0.241027	0.0825114	0.512226	0.132763	0.0397714	0.53643	0.554024	0.0287507	0.503208	N/A
14538at7041	0.541838	0.0213368	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.0348749	0.572473	0.507414	0.03694	0.571531	0.513756	0.000120929	0.560865	0.509662	0.526299	0.592455	0.0411886	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14617at7041	1.03436e-13	0.117826	0.535827	0.535827	0.600539	0.528587	0.0974579	0.52749	0.523343	0.523343	0.0749728	0.514663	0.571531	0.105916	0.50695	0.50695	0.166515	0.519045	0.0758323	0.0965094	0.211415	0.512226	0.226314	0.650423	0.53643	0.554024	0.554328	0.503208	N/A
1470at7041	0.541838	0.541838	2.42668e-05	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.0374406	0.507414	0.03694	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14711at7041	0.541838	0.0213368	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.03694	0.571531	0.0104131	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.00401752	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
1478at7041	0.664027	2.45814e-14	0.00323059	0.56785	0.600539	6.23851e-06	0.564945	0.52749	0.523343	0.523343	0.0042184	0.514663	0.110116	0.673158	0.0206341	0.513756	0.166515	0.519045	0.572907	0.322652	0.640586	0.512226	0.699326	0.000363512	0.55314	0.117192	0.578131	0.5048	N/A
14812at7041	0.5785	0.5785	0.535827	0.0182221	0.554667	0.00735879	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.03694	0.571531	0.00348709	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
14926at7041	0.5785	0.0426833	0.535827	0.535827	0.554667	0.00735879	0.534207	0.514039	0.523343	0.523343	0.00281958	0.507414	0.571531	0.03694	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
1498at7041	0.163089	0.163089	0.535827	0.535827	0.000571226	8.12376e-07	0.000121198	0.552733	0.0816626	0.633381	0.0193385	0.528685	4.80466e-10	0.0188161	0.52042	0.52042	0.00274824	0.537009	0.593556	0.00325746	0.348977	0.524006	2.15157e-07	0.368523	0.568929	0.599458	0.599969	0.506385	N/A
15088at7041	0.0213368	0.541838	0.535827	0.0182221	0.554667	0.514612	0.534207	0.514039	0.523343	0.0118044	0.572473	0.507414	0.571531	0.571531	0.0104131	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15099at7041	0.117826	0.0426833	0.101823	0.56785	0.150979	0.528587	0.564945	0.52749	0.523343	0.523343	0.0749728	0.514663	0.192535	0.628098	0.50695	0.50695	0.166515	0.519045	0.550542	0.241027	0.211415	0.512226	0.650423	0.650423	0.53643	0.554024	0.554328	0.503208	N/A
15120at7041	0.541838	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.0118044	0.523343	0.572473	0.507414	0.571531	0.105916	0.00348709	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
15137at7041	0.00609699	7.29301e-10	0.596518	0.00231517	0.000571226	0.554747	0.17854	0.552733	0.127259	0.584131	0.0473945	0.528685	4.75795e-06	2.38373e-05	0.545729	0.545729	0.686343	0.537009	0.593556	0.748088	0.005865	0.524006	0.00256167	0.00729884	0.568929	0.599458	0.599969	0.506385	N/A
15155at7041	0.5785	0.117826	0.56785	0.0364494	0.600539	0.528587	0.564945	0.52749	0.523343	0.523343	0.572473	0.00372063	0.571531	0.105916	0.50695	0.00348709	0.560865	0.509662	0.526299	0.0481296	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15162at7041	0.610695	0.0638521	0.535827	0.535827	0.554667	0.000108327	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.03694	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15171at7041	0.541838	0.541838	2.42668e-05	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.0374406	0.507414	0.0739669	0.628098	0.50695	0.50695	0.560865	0.509662	0.550542	0.0217164	0.579508	0.50617	0.585953	0.126905	0.00945531	0.528193	0.528359	0.501608	N/A
15172at7041	0.0044102	0.5785	0.535827	0.535827	0.600539	0.528587	0.0974579	0.52749	0.523343	0.523343	0.0749728	0.514663	0.0104324	0.673158	0.0069742	0.513756	0.166515	0.519045	0.572907	0.142999	0.640586	0.512226	1.37991e-05	0.736875	0.55314	0.117192	0.0430713	0.5048	N/A
15219at7041	0.117826	0.0426833	0.101823	4.17299e-06	0.0561001	0.528587	0.564945	0.52749	0.00136835	0.545064	0.19479	0.514663	0.571531	0.571531	0.000120929	0.0206341	0.610852	0.519045	0.526299	0.592455	0.640586	0.512226	0.650423	0.226314	0.054652	0.554024	0.554328	0.503208	N/A
15223at7041	0.541838	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.565289	0.565289	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.00196657	0.509662	0.526299	0.0481296	0.579508	0.50617	0.585953	3.25446e-05	0.518738	0.528193	0.528359	0.501608	N/A
15293at7041	0.541838	0.541838	0.535827	0.535827	4.98951e-06	0.514612	0.534207	0.514039	0.584131	0.0470987	0.572473	0.507414	0.628098	0.192535	0.0069742	0.513756	0.00936375	0.0285687	0.550542	0.241027	0.640586	0.512226	1.57208e-06	0.226314	0.53643	0.554024	0.554328	0.503208	N/A
15318at7041	0.541838	0.541838	0.535827	0.0182221	0.0280356	0.514612	0.534207	0.514039	0.523343	6.5868e-06	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
15362at7041	0.541838	0.541838	0.0182221	0.535827	0.0280356	0.514612	0.534207	0.514039	0.0118044	0.523343	0.572473	0.507414	0.571531	0.571531	0.513756	0.513756	0.560865	0.509662	0.526299	0.136322	0.0411886	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15393at7041	0.610695	0.610695	0.0534075	0.535827	0.600539	0.0147177	0.0974579	0.52749	0.545064	0.0676092	0.0749728	0.514663	0.571531	0.571531	0.50695	0.50695	0.610852	0.519045	0.526299	0.592455	0.211415	0.512226	0.650423	0.650423	0.054652	0.554024	0.554328	0.503208	N/A
15394at7041	0.610695	0.0638521	0.00231517	0.596518	0.639181	0.541956	0.592603	0.540379	0.523343	0.523343	0.111593	0.521753	0.628098	0.0739669	0.50695	0.50695	0.166515	0.00970842	0.550542	0.241027	0.211415	0.512226	0.585953	0.585953	0.53643	0.554024	0.081515	0.503208	N/A
15419at7041	0.541838	0.541838	0.0182221	0.535827	0.0280356	0.514612	0.534207	0.514039	0.523343	0.000278842	0.572473	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15433at7041	0.541838	0.541838	0.535827	0.0182221	0.554667	0.514612	0.534207	0.514039	0.0118044	0.523343	0.572473	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.00401752	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15459at7041	0.0213368	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.0676092	0.545064	0.629591	0.0219956	0.105916	0.571531	0.0206341	0.513756	0.610852	0.519045	0.0758323	0.0217164	0.640586	0.512226	0.000140168	0.226314	0.53643	0.554024	0.554328	0.503208	N/A
15510at7041	0.00323437	0.610695	0.101823	0.56785	0.639181	0.541956	0.139828	0.540379	0.565289	0.0983566	0.674946	0.521753	0.263958	0.673158	1.5732e-12	0.030667	0.65211	0.528158	0.572907	0.0183683	0.687947	0.518171	0.699326	0.699326	0.55314	0.577713	0.578131	0.5048	N/A
15511at7041	0.541838	0.541838	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.0118044	0.523343	0.572473	0.507414	0.571531	0.105916	2.43208e-05	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15565at7041	0.610695	0.0638521	0.535827	0.535827	0.0837708	0.541956	0.0974579	0.0141363	0.523343	0.523343	0.629591	0.514663	0.571531	0.571531	0.50695	0.0104131	0.560865	0.0048542	0.526299	0.592455	0.579508	0.50617	0.0446373	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15634at7041	0.0426833	0.5785	0.535827	0.535827	0.600539	0.528587	0.0974579	0.52749	0.523343	0.523343	0.0749728	0.514663	0.571531	0.03694	0.50695	0.50695	0.560865	0.0048542	0.526299	0.592455	0.579508	0.50617	0.585953	0.126905	0.518738	0.528193	0.528359	0.501608	N/A
15682at7041	0.0213368	0.541838	0.000664975	0.535827	0.554667	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.571531	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
15724at7041	0.5785	0.0426833	0.56785	0.56785	0.150979	0.528587	0.564945	0.52749	0.0236097	0.545064	0.19479	0.514663	0.571531	0.571531	0.50695	0.50695	0.610852	0.519045	0.526299	0.592455	0.579508	0.00309447	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15790at7041	0.541838	0.0213368	0.535827	0.535827	0.554667	0.514612	0.534207	0.514039	0.0118044	0.523343	0.0374406	0.507414	0.03694	0.105916	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
15834at7041	0.0213368	0.541838	0.0534075	0.0182221	0.0280356	0.514612	0.534207	0.514039	0.523343	0.523343	0.572473	0.507414	0.571531	0.571531	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.0446373	0.518738	0.528193	0.528359	0.501608	N/A
15887at7041	0.541838	0.000912182	0.535827	0.0182221	0.554667	0.514612	0.534207	0.514039	0.523343	0.0118044	0.572473	0.507414	0.571531	0.03694	0.50695	0.50695	0.560865	0.509662	0.526299	0.592455	0.579508	0.50617	0.585953	0.585953	0.518738	0.528193	0.528359	0.501608	N/A
